6.224681332688026814e-01,1.177065839984333895e+00,1.364841190567462448e+00
6.646398238966645389e-01,1.138021595586514501e+00,1.322096442772249469e+00
6.475875663995512843e-01,1.155531437162155006e+00,1.336348507445162648e+00
6.526449056329783893e-01,1.134595842154336509e+00,1.350460419153559410e+00
6.303075019056237904e-01,1.181550783079209799e+00,1.342749908720495711e+00
6.494733474816545282e-01,1.169487519959319544e+00,1.316567332107909882e+00
5.991828346092838986e-01,1.150315457534788255e+00,1.450853898634651973e+00
6.162319569030232369e-01,1.181764573944445118e+00,1.373171612385051921e+00
6.362862633044658045e-01,1.202146545321871596e+00,1.307344487128440536e+00
6.269359130777060196e-01,1.156327203460772779e+00,1.379418698416981615e+00
