6.254676547649550278e-01,1.206556693607323538e+00,1.325096207581506702e+00
5.966472307497445726e-01,1.227405410828228183e+00,1.365508278024506028e+00
6.051105641193315066e-01,1.216612744932275003e+00,1.358353803981884989e+00
6.255854380660419434e-01,1.153817991616438166e+00,1.385402804173205160e+00
5.970990615058963114e-01,1.167497052221945664e+00,1.434490969923354120e+00
6.511362231544360890e-01,1.145666443606753626e+00,1.340509669479259758e+00
6.269772011043778237e-01,1.097315515420500986e+00,1.453505673486359617e+00
6.288904135319919320e-01,1.159911831773117630e+00,1.370881914086125253e+00
6.199629314165781002e-01,1.113641206670384909e+00,1.448401562576792312e+00
6.224997732260482142e-01,1.148496425666825971e+00,1.398721190701500028e+00
